area_type,availability,size(BHK),total_sqft,bath,balcony,price,location,price_per_sqft
Super built-up  Area,18-May,2.0,1150.0,2.0,2.0,51.0,Nagar Road,4434.782608695652
Super built-up  Area,Ready To Move,3.0,1738.0,2.0,3.0,79.0,Nana Peth,4545.454545454545
Super built-up  Area,18-May,3.0,1250.0,3.0,2.0,55.0,Narayan Peth,4400.0
Built-up  Area,Ready To Move,3.0,1788.0,3.0,2.0,90.0,Narayangaon,5033.557046979866
Super built-up  Area,19-Dec,2.0,1151.0,2.0,1.0,59.0,Navi Peth,5125.977410947003
Super built-up  Area,Ready To Move,3.0,1300.0,2.0,2.0,60.0,Padmavati,4615.384615384615
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,1.0,52.8,Parvati Darshan,4591.304347826087
Super built-up  Area,Ready To Move,2.0,1380.0,2.0,1.0,75.0,Pashan,5434.782608695652
Super built-up  Area,19-Jun,3.0,1645.0,3.0,2.0,117.0,Paud Road,7112.462006079028
Super built-up  Area,Ready To Move,2.0,1141.0,2.0,1.0,45.9,Pirangut,4022.787028921998
Super built-up  Area,Ready To Move,2.0,1175.0,2.0,2.0,82.5,Prabhat Road,7021.276595744681
Super built-up  Area,Ready To Move,3.0,1355.0,2.0,1.0,61.0,Pune Railway Station,4501.845018450184
Built-up  Area,Ready To Move,2.0,1150.0,2.0,0.0,70.0,Rasta Peth,6086.95652173913
Super built-up  Area,18-May,5.0,5800.0,5.0,1.5845003933910307,80.0,Raviwar Peth,1379.3103448275863
Built-up  Area,Ready To Move,2.0,1000.0,2.0,2.0,45.0,Sadashiv Peth,4500.0
Super built-up  Area,20-Jan,2.0,1007.0,2.0,1.0,65.0,Sahakar Nagar,6454.816285998014
Super built-up  Area,Ready To Move,4.0,3000.0,5.0,2.0,100.0,Salunke Vihar,3333.3333333333335
Super built-up  Area,Ready To Move,3.0,1436.0,3.0,3.0,70.0,Sasson Road,4874.651810584958
Super built-up  Area,Ready To Move,4.0,4000.0,4.0,3.0,220.0,Satara Road,5500.0
Built-up  Area,Ready To Move,3.0,2372.0,3.0,1.5845003933910307,140.0,Senapati Bapat Road,5902.192242833053
Plot  Area,Ready To Move,6.0,1500.0,6.0,1.5845003933910307,240.0,Shaniwar Peth,16000.0
Plot  Area,Ready To Move,2.0,1200.0,2.0,0.0,150.0,Shukrawar Peth,12500.0
Super built-up  Area,18-Mar,2.0,1016.0,2.0,1.0,58.0,Sinhagad Road,5708.6614173228345
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,2.0,48.0,Somwar Peth,4363.636363636364
Super built-up  Area,Ready To Move,2.0,1080.0,2.0,1.0,45.0,Swargate,4166.666666666667
Super built-up  Area,Ready To Move,2.0,1070.0,2.0,1.0,60.0,Tilak Road,5607.476635514019
Super built-up  Area,Ready To Move,3.0,1532.0,3.0,1.0,115.0,Uruli Devachi,7506.527415143603
Super built-up  Area,Ready To Move,2.0,1040.0,2.0,2.0,42.12,Vadgaon Budruk,4050.0
Plot  Area,Ready To Move,3.0,3100.0,3.0,3.0,250.0,Wadgaon Sheri,8064.5161290322585
Super built-up  Area,21-Jun,2.0,1137.5,2.0,0.0,48.905,Viman Nagar,4299.340659340659
Super built-up  Area,Ready To Move,3.0,1430.0,2.0,2.0,51.6,Vishrant Wadi,3608.3916083916083
Plot  Area,Ready To Move,2.0,1160.0,1.0,0.0,163.0,Wagholi,14051.724137931034
Super built-up  Area,Ready To Move,4.0,3262.0,5.0,2.0,205.0,Wakadewadi,6284.488044144697
Plot  Area,Ready To Move,7.0,2100.0,7.0,0.0,410.0,Wanowrie,19523.809523809523
Built-up  Area,Ready To Move,2.0,1190.0,2.0,2.0,100.0,Warje,8403.361344537816
Super built-up  Area,Ready To Move,3.0,1827.0,3.0,3.0,100.0,Yerawada,5473.453749315819
Super built-up  Area,Ready To Move,2.0,1210.0,2.0,1.0,75.0,Alandi Road,6198.347107438017
Super built-up  Area,Ready To Move,3.0,1500.0,3.0,3.0,95.0,Ambegaon Budruk,6333.333333333333
Super built-up  Area,Ready To Move,2.0,1050.0,2.0,2.0,53.5,Anandnagar,5095.238095238095
Super built-up  Area,21-Mar,2.0,1251.0,2.0,1.0,88.73,Aundh,7092.725819344524
Super built-up  Area,Ready To Move,3.0,1600.0,2.0,2.0,115.0,Aundh Road,7187.5
Super built-up  Area,18-Apr,2.0,1128.0,2.0,1.0,65.5,Balaji Nagar,5806.737588652482
Super built-up  Area,Ready To Move,3.0,1820.0,3.0,2.0,93.0,Baner,5109.89010989011
Super built-up  Area,Ready To Move,3.0,2072.0,4.0,2.0,159.0,Baner road,7673.745173745174
Super built-up  Area,Ready To Move,3.0,1510.0,2.0,3.0,59.0,Bhandarkar Road,3907.2847682119204
Super built-up  Area,Ready To Move,3.0,1925.0,2.0,3.0,114.0,Bhavani Peth,5922.077922077922
Plot  Area,Ready To Move,3.0,2651.0,2.0,2.0,225.0,Bibvewadi,8487.36325914749
Super built-up  Area,Ready To Move,3.0,2072.0,4.0,2.0,147.0,Bopodi,7094.594594594595
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,2.0,36.0,Budhwar Peth,3600.0
Plot  Area,Ready To Move,3.0,1752.0,3.0,2.0,145.0,Bund Garden Road,8276.255707762557
Super built-up  Area,Ready To Move,2.0,960.0,2.0,3.0,56.0,Camp,5833.333333333333
Super built-up  Area,Ready To Move,2.0,1180.0,2.0,2.0,63.0,Chandan Nagar,5338.983050847458
Built-up  Area,Ready To Move,3.0,2270.0,3.0,1.0,180.0,Dapodi,7929.515418502203
Built-up  Area,Ready To Move,2.0,650.0,2.0,0.0,59.0,Deccan Gymkhana,9076.923076923076
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,75.0,Dehu Road,6250.0
Super built-up  Area,Ready To Move,3.0,1180.0,2.0,1.0,46.0,Dhankawadi,3898.3050847457625
Super built-up  Area,18-Jan,3.0,1300.0,3.0,2.0,47.0,Dhayari Phata,3615.3846153846152
Built-up  Area,Ready To Move,2.0,1157.0,2.0,0.0,40.0,Dhole Patil Road,3457.216940363008
Super built-up  Area,21-Jan,3.0,1300.0,3.0,2.0,69.0,Erandwane,5307.692307692308
Super built-up  Area,Ready To Move,3.0,1305.0,2.0,1.0,59.0,Fatima Nagar,4521.072796934866
Super built-up  Area,Ready To Move,3.0,2006.0,4.0,2.0,196.0,Fergusson College Road,9770.687936191425
Super built-up  Area,Ready To Move,2.0,1290.0,2.0,1.0,80.0,Ganesh Peth,6201.550387596899
Super built-up  Area,Ready To Move,2.0,1170.0,2.0,3.0,45.0,Ganeshkhind,3846.153846153846
Plot  Area,Ready To Move,4.0,971.0,2.0,2.0,135.0,Ghorpade Peth,13903.192584963954
Super built-up  Area,Ready To Move,2.0,1400.0,2.0,3.0,78.0,Ghorpadi,5571.428571428572
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,75.0,Gokhale Nagar,6250.0
Built-up  Area,Ready To Move,3.0,1155.0,2.0,0.0,60.0,Gultekdi,5194.805194805195
Built-up  Area,Ready To Move,3.0,1725.0,3.0,2.0,85.0,Guruwar peth,4927.536231884058
Super built-up  Area,21-Oct,2.0,700.0,2.0,1.0,40.0,Hadapsar,5714.285714285715
Built-up  Area,Ready To Move,4.0,7000.0,5.0,1.5845003933910307,2050.0,Hadapsar Industrial Estate,29285.714285714286
Super built-up  Area,22-Jun,2.0,1112.0,2.0,1.0,88.0,Hingne Khurd,7913.669064748202
Super built-up  Area,Ready To Move,2.0,1178.0,2.0,1.5845003933910307,78.0,Jangali Maharaj Road,6621.392190152801
Super built-up  Area,20-Jan,2.0,1274.0,2.0,1.0,81.0,Kalyani Nagar,6357.9277864992155
Super built-up  Area,Ready To Move,2.0,915.0,2.0,1.0,32.0,Karve Nagar,3497.2677595628415
Plot  Area,Ready To Move,8.0,1650.0,6.0,2.0,135.0,Karve Road,8181.818181818182
Super built-up  Area,Ready To Move,1.0,760.0,1.0,2.0,21.28,Kasba Peth,2800.0
Built-up  Area,Ready To Move,3.0,1540.0,3.0,2.0,68.0,Katraj,4415.584415584415
Super built-up  Area,Ready To Move,2.0,1206.0,2.0,3.0,38.5,Khadaki,3192.3714759535656
Super built-up  Area,Ready To Move,3.0,1645.0,3.0,2.0,95.0,Khadki,5775.075987841945
Plot  Area,Ready To Move,4.0,1200.0,4.0,2.0,170.0,Kharadi,14166.666666666666
Plot  Area,Ready To Move,4.0,1200.0,4.0,1.0,140.0,Kondhwa,11666.666666666666
Super built-up  Area,Ready To Move,4.0,2342.0,3.0,2.0,115.0,Kondhwa Budruk,4910.333048676345
Super built-up  Area,Ready To Move,3.0,1200.0,2.0,1.0,55.0,Kondhwa Khurd,4583.333333333333
Super built-up  Area,Ready To Move,2.0,1056.0,2.0,2.0,33.0,Koregaon Park,3125.0
Plot  Area,Ready To Move,8.0,4800.0,8.0,1.5845003933910307,225.0,Kothrud,4687.5
Super built-up  Area,Ready To Move,3.0,1450.0,3.0,3.0,54.3,Law College Road,3744.8275862068967
Super built-up  Area,18-Apr,2.0,1161.0,2.0,2.0,36.69,Laxmi Road,3160.206718346253
Super built-up  Area,Ready To Move,2.0,1097.0,2.0,3.0,65.0,Lulla Nagar,5925.2506836827715
Built-up  Area,Ready To Move,2.0,850.0,2.0,2.0,35.0,Mahatma Gandhi Road,4117.64705882353
Super built-up  Area,Ready To Move,3.0,1715.0,3.0,2.0,115.0,Mangalwar peth,6705.539358600583
Super built-up  Area,Ready To Move,3.0,2300.0,3.0,1.5845003933910307,317.0,Manik Bagh,13782.608695652174
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,59.0,Market yard,4916.666666666667
Super built-up  Area,18-Oct,2.0,1080.0,2.0,2.0,38.0,Model colony,3518.5185185185187
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,50.3,Mukund Nagar,4191.666666666667
Plot  Area,Ready To Move,4.0,2400.0,4.0,0.0,550.0,Mundhawa,22916.666666666668
Super built-up  Area,Ready To Move,3.0,1400.0,2.0,1.0,78.0,Nagar Road,5571.428571428572
Plot  Area,Ready To Move,4.0,1500.0,4.0,3.0,200.0,Nana Peth,13333.333333333334
Carpet  Area,20-Dec,1.0,458.0,1.0,0.0,19.695,Narayan Peth,4300.218340611354
Super built-up  Area,Ready To Move,2.0,1230.0,2.0,1.0,57.0,Narayangaon,4634.1463414634145
Built-up  Area,Ready To Move,3.0,1640.0,3.0,3.0,88.0,Navi Peth,5365.8536585365855
Super built-up  Area,Ready To Move,3.0,1700.0,3.0,2.0,125.0,Padmavati,7352.941176470588
Super built-up  Area,Ready To Move,3.0,1478.0,2.0,1.5845003933910307,44.0,Parvati Darshan,2976.9959404600813
Super built-up  Area,Ready To Move,4.0,6600.0,4.0,1.5845003933910307,986.0,Pashan,14939.39393939394
Super built-up  Area,Ready To Move,2.0,1020.0,2.0,2.0,40.79,Paud Road,3999.0196078431372
Plot  Area,Ready To Move,2.0,1200.0,2.0,1.0,150.0,Pirangut,12500.0
Built-up  Area,Ready To Move,3.0,1275.0,2.0,2.0,95.0,Prabhat Road,7450.980392156863
Built-up  Area,Ready To Move,4.0,1600.0,3.0,1.0,165.0,Pune Railway Station,10312.5
Super built-up  Area,Ready To Move,2.0,1110.0,2.0,2.0,38.85,Rasta Peth,3500.0
Super built-up  Area,Ready To Move,3.0,1627.86,3.0,2.0,88.0,Raviwar Peth,5405.87028368533
Built-up  Area,Ready To Move,2.0,620.0,2.0,1.0,22.0,Sadashiv Peth,3548.3870967741937
Plot  Area,Ready To Move,4.0,3004.0,4.0,2.0,285.0,Sahakar Nagar,9487.350199733688
Super built-up  Area,18-May,2.0,1133.0,2.0,1.0,52.0,Salunke Vihar,4589.585172109444
Super built-up  Area,Ready To Move,2.0,1182.0,2.0,2.0,82.5,Sasson Road,6979.6954314720815
Super built-up  Area,Ready To Move,3.0,1500.0,3.0,3.0,100.0,Satara Road,6666.666666666667
Super built-up  Area,Ready To Move,4.0,3900.0,5.0,1.5845003933910307,360.0,Senapati Bapat Road,9230.76923076923
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,2.0,58.0,Shaniwar Peth,4833.333333333333
Super built-up  Area,Ready To Move,2.0,1128.0,2.0,1.0,48.79,Shivaji Nagar,4325.354609929078
Super built-up  Area,Ready To Move,3.0,2345.0,2.6926619356786956,1.5845003933910307,293.0,Shukrawar Peth,12494.669509594883
Built-up  Area,Ready To Move,2.0,900.0,2.0,2.0,110.0,Sinhagad Road,12222.222222222223
Built-up  Area,Ready To Move,2.0,1100.0,2.0,1.0,45.0,Somwar Peth,4090.909090909091
Super built-up  Area,Ready To Move,2.0,635.0,1.0,1.0,22.0,Swargate,3464.566929133858
Super built-up  Area,Ready To Move,4.0,2062.0,3.0,1.5845003933910307,140.0,Tilak Road,6789.524733268671
Built-up  Area,Ready To Move,3.0,1874.0,4.0,1.0,130.0,Uruli Devachi,6937.033084311633
Plot  Area,18-Apr,4.0,600.0,3.0,2.0,78.0,Vadgaon Budruk,13000.0
Super built-up  Area,18-Jun,2.0,1171.0,2.0,2.0,75.0,Wadgaon Sheri,6404.782237403928
Super built-up  Area,Ready To Move,3.0,2020.0,3.0,3.0,85.0,Viman Nagar,4207.920792079208
Super built-up  Area,18-Jan,2.0,1059.0,2.0,2.0,34.5,Vishrant Wadi,3257.790368271955
Super built-up  Area,Ready To Move,3.0,1315.0,2.0,1.0,59.1,Wagholi,4494.296577946768
Super built-up  Area,Ready To Move,3.0,1760.0,3.0,2.0,110.0,Wakadewadi,6250.0
Built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,125.0,Wanowrie,10416.666666666666
Super built-up  Area,Ready To Move,3.0,1192.0,2.0,1.0,62.0,Warje,5201.342281879195
Super built-up  Area,19-Jun,3.0,1645.0,3.0,2.0,121.0,Yerawada,7355.623100303951
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,72.0,Alandi Road,5760.0
Super built-up  Area,19-Dec,1.0,709.0,1.0,0.0,34.385,Ambegaon Budruk,4849.788434414669
Super built-up  Area,Ready To Move,2.0,1340.0,2.0,1.0,77.0,Anandnagar,5746.268656716418
Built-up  Area,Ready To Move,3.0,2388.0,4.0,3.0,239.0,Aundh,10008.375209380234
Super built-up  Area,18-Jun,2.0,1369.1,2.0,1.0,104.0,Aundh Road,7596.231100723103
Super built-up  Area,Ready To Move,2.0,1355.0,2.0,3.0,75.0,Balaji Nagar,5535.055350553505
Built-up  Area,Ready To Move,2.0,1150.0,2.0,2.0,65.0,Baner,5652.173913043478
Super built-up  Area,19-Dec,3.0,1938.0,3.0,3.0,113.0,Baner road,5830.7533539731685
Super built-up  Area,19-Jun,4.0,2462.0,4.0,3.0,124.0,Bhandarkar Road,5036.555645816409
Super built-up  Area,Ready To Move,3.0,1636.0,3.0,2.0,85.0,Bhavani Peth,5195.59902200489
Super built-up  Area,Ready To Move,3.0,1430.0,2.0,2.0,75.0,Bibvewadi,5244.755244755244
Super built-up  Area,Ready To Move,3.0,2000.0,3.0,2.0,85.0,Bopodi,4250.0
Carpet  Area,18-May,3.0,993.0,2.0,2.0,50.0,Budhwar Peth,5035.246727089628
Plot  Area,Ready To Move,4.0,1260.0,4.0,1.0,150.0,Bund Garden Road,11904.761904761905
Super built-up  Area,Ready To Move,3.0,1700.0,3.0,3.0,88.0,Camp,5176.470588235294
Super built-up  Area,Ready To Move,2.0,1270.0,2.0,2.0,78.0,Chandan Nagar,6141.7322834645665
Plot  Area,18-Apr,3.0,1500.0,3.0,1.0,121.0,Dapodi,8066.666666666667
Built-up  Area,Ready To Move,3.0,2300.0,3.0,3.0,290.0,Deccan Gymkhana,12608.695652173914
Plot  Area,18-Mar,4.0,7500.0,4.0,2.0,900.0,Dehu Road,12000.0
Super built-up  Area,Ready To Move,3.0,1650.0,3.0,3.0,86.45,Dhankawadi,5239.393939393939
Super built-up  Area,Ready To Move,2.0,1109.0,2.0,1.0,63.0,Dhayari Phata,5680.793507664563
Super built-up  Area,Ready To Move,2.0,1280.0,2.0,1.0,49.75,Dhole Patil Road,3886.71875
Built-up  Area,Ready To Move,4.0,2885.0,3.0,1.0,185.0,Erandwane,6412.478336221837
Plot  Area,Ready To Move,9.0,1200.0,9.0,1.0,145.0,Fatima Nagar,12083.333333333334
Plot  Area,Ready To Move,3.0,1600.0,3.0,2.0,180.0,Fergusson College Road,11250.0
Super built-up  Area,Ready To Move,3.0,1462.0,3.0,3.0,71.0,Ganesh Peth,4856.361149110807
Super built-up  Area,19-Mar,1.0,607.0,1.0,1.0,35.0,Ganeshkhind,5766.062602965404
Super built-up  Area,Ready To Move,2.0,930.0,2.0,0.0,25.0,Ghorpade Peth,2688.1720430107525
Plot  Area,17-Nov,4.0,4500.0,5.0,2.0,300.0,Ghorpadi,6666.666666666667
Plot  Area,Ready To Move,5.0,1200.0,5.0,1.5845003933910307,160.0,Gokhale Nagar,13333.333333333334
Super built-up  Area,Ready To Move,3.0,2600.0,3.0,1.0,237.0,Gultekdi,9115.384615384615
Super built-up  Area,Ready To Move,4.0,3000.0,4.0,2.0,140.0,Guruwar peth,4666.666666666667
Super built-up  Area,18-May,3.0,1418.0,3.0,2.0,52.47,Hadapsar,3700.2820874471086
Built-up  Area,Ready To Move,2.0,4200.0,1.0,2.0,160.0,Hadapsar Industrial Estate,3809.5238095238096
Built-up  Area,Ready To Move,2.0,1125.0,2.0,1.0,65.0,Hingne Khurd,5777.777777777777
Super built-up  Area,Ready To Move,3.0,1825.0,3.0,2.0,126.0,Jangali Maharaj Road,6904.109589041096
Super built-up  Area,Ready To Move,2.0,1320.0,2.0,3.0,79.5,Kalyani Nagar,6022.727272727273
Built-up  Area,Ready To Move,4.0,3000.0,4.0,2.0,140.0,Karve Nagar,4666.666666666667
Super built-up  Area,Ready To Move,3.0,1490.0,2.0,2.0,300.0,Karve Road,20134.228187919463
Plot  Area,Ready To Move,4.0,1650.0,3.0,1.0,300.0,Kasba Peth,18181.81818181818
Super built-up  Area,20-Dec,2.0,750.0,2.0,1.0,52.7,Katraj,7026.666666666667
Super built-up  Area,19-Dec,3.0,1400.0,2.0,2.0,80.54,Khadaki,5752.857142857143
Super built-up  Area,Ready To Move,4.0,4104.0,4.0,3.0,360.0,Khadki,8771.929824561403
Built-up  Area,Ready To Move,4.0,5000.0,4.0,0.0,375.0,Kharadi,7500.0
Plot  Area,Ready To Move,5.0,3295.0,4.0,2.0,260.0,Kondhwa,7890.743550834598
Plot  Area,Ready To Move,4.0,1150.0,3.0,1.0,110.0,Kondhwa Budruk,9565.217391304348
Plot  Area,18-Jul,3.0,1200.0,3.0,1.0,61.96,Kondhwa Khurd,5163.333333333333
Built-up  Area,Ready To Move,2.0,965.0,2.0,2.0,48.0,Koregaon Park,4974.093264248705
Plot  Area,Ready To Move,1.0,812.0,1.0,1.0,26.0,Kothrud,3201.9704433497536
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,2.0,43.0,Law College Road,3909.090909090909
Super built-up  Area,Ready To Move,2.0,1180.0,2.0,2.0,41.0,Laxmi Road,3474.576271186441
Super built-up  Area,Ready To Move,2.0,1145.0,2.0,2.0,48.0,Lulla Nagar,4192.139737991266
Super built-up  Area,Ready To Move,2.0,1027.0,2.0,1.0,44.0,Mahatma Gandhi Road,4284.323271665044
Super built-up  Area,18-Apr,2.0,1215.0,2.0,2.0,49.85,Mangalwar peth,4102.880658436214
Plot  Area,Ready To Move,2.0,1200.0,2.0,0.0,75.0,Manik Bagh,6250.0
Super built-up  Area,Ready To Move,2.0,1015.0,2.0,2.0,58.0,Market yard,5714.285714285715
Plot  Area,18-May,3.0,2400.0,3.0,1.0,165.0,Model colony,6875.0
Plot  Area,Ready To Move,4.0,3000.0,4.0,3.0,306.0,Mukund Nagar,10200.0
Built-up  Area,Ready To Move,3.0,3300.0,4.0,3.0,160.0,Mundhawa,4848.484848484848
Super built-up  Area,Ready To Move,2.0,1076.0,2.0,2.0,52.0,Nagar Road,4832.71375464684
Super built-up  Area,18-Dec,2.0,1300.0,2.0,1.0,109.0,Nana Peth,8384.615384615385
Built-up  Area,Ready To Move,2.0,1300.0,2.0,2.0,102.0,Narayan Peth,7846.153846153846
Super built-up  Area,19-Jun,3.0,1512.0,3.0,1.0,123.0,Narayangaon,8134.920634920635
Carpet  Area,18-Dec,3.0,1053.4,3.0,1.0,88.91,Navi Peth,8440.288589329788
Super built-up  Area,Ready To Move,1.0,605.0,1.0,0.0,41.745,Padmavati,6899.999999999999
Super built-up  Area,Ready To Move,2.0,1153.0,2.0,1.0,65.0,Parvati Darshan,5637.467476149176
Plot  Area,Ready To Move,2.0,2080.0,2.0,1.0,150.0,Pashan,7211.538461538462
Super built-up  Area,Ready To Move,2.0,1255.0,2.0,2.0,69.0,Paud Road,5498.00796812749
Super built-up  Area,Ready To Move,3.0,1583.0,3.0,3.0,109.0,Prabhat Road,6885.6601389766265
Super built-up  Area,Ready To Move,2.0,1505.0,2.0,2.0,90.0,Pune Railway Station,5980.066445182724
Super built-up  Area,Ready To Move,3.0,1365.0,2.0,2.0,75.08,Rasta Peth,5500.3663003663005
Plot  Area,Ready To Move,3.0,1200.0,3.0,3.0,95.75,Raviwar Peth,7979.166666666667
Super built-up  Area,Ready To Move,3.0,1810.0,4.0,3.0,148.0,Sadashiv Peth,8176.795580110497
Built-up  Area,Ready To Move,1.0,440.0,1.0,0.0,35.0,Sahakar Nagar,7954.545454545455
Super built-up  Area,Ready To Move,2.0,975.0,2.0,1.0,63.0,Salunke Vihar,6461.538461538462
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,3.0,39.0,Sasson Road,3120.0
Super built-up  Area,Ready To Move,3.0,1530.0,2.0,1.0,97.0,Satara Road,6339.869281045751
Super built-up  Area,Ready To Move,3.0,1300.0,2.0,2.0,39.0,Senapati Bapat Road,3000.0
Super built-up  Area,Ready To Move,2.0,1115.0,2.0,1.0,40.0,Shaniwar Peth,3587.4439461883408
Super built-up  Area,Ready To Move,2.0,1308.0,2.0,1.0,83.0,Shivaji Nagar,6345.565749235474
Super built-up  Area,Ready To Move,2.0,1194.0,2.0,2.0,47.0,Shukrawar Peth,3936.348408710218
Super built-up  Area,Ready To Move,3.0,1490.0,2.0,2.0,59.6,Sinhagad Road,4000.0
Plot  Area,Ready To Move,4.0,10000.0,4.0,0.0,450.0,Somwar Peth,4500.0
Super built-up  Area,19-Apr,3.0,1592.0,3.0,1.0,91.0,Swargate,5716.08040201005
Super built-up  Area,18-Jun,2.0,1222.0,2.0,0.0,112.0,Tilak Road,9165.302782324059
Super built-up  Area,Ready To Move,2.0,1267.0,2.0,2.0,42.85,Uruli Devachi,3382.004735595896
Super built-up  Area,Ready To Move,1.0,656.0,1.0,1.0,53.0,Vadgaon Budruk,8079.268292682927
Plot  Area,Ready To Move,4.0,3400.0,4.0,3.0,530.0,Wadgaon Sheri,15588.235294117647
Built-up  Area,Ready To Move,4.0,4500.0,5.0,1.5845003933910307,400.0,Viman Nagar,8888.888888888889
Plot  Area,18-Nov,2.0,1200.0,1.0,1.0,36.0,Vishrant Wadi,3000.0
Super built-up  Area,Ready To Move,3.0,1698.0,3.0,2.0,102.0,Wagholi,6007.067137809187
Built-up  Area,Ready To Move,3.0,1500.0,3.0,2.0,70.0,Wakadewadi,4666.666666666667
Plot  Area,Ready To Move,4.0,2000.0,5.0,0.0,80.0,Wanowrie,4000.0
Super built-up  Area,18-Mar,2.0,1152.0,2.0,1.0,65.75,Warje,5707.465277777777
Super built-up  Area,Ready To Move,1.0,550.0,1.0,0.0,21.0,Yerawada,3818.181818181818
Super built-up  Area,Ready To Move,2.0,900.0,2.0,2.0,42.0,Alandi Road,4666.666666666667
Super built-up  Area,18-Mar,3.0,1410.0,2.0,2.0,45.12,Ambegaon Budruk,3200.0
Built-up  Area,Ready To Move,3.0,1419.0,2.0,3.0,73.0,Anandnagar,5144.46793516561
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,1.0,55.0,Aundh,4583.333333333333
Super built-up  Area,Ready To Move,3.0,1800.0,3.0,3.0,65.0,Aundh Road,3611.1111111111113
Super built-up  Area,Ready To Move,2.0,990.0,2.0,1.0,40.0,Balaji Nagar,4040.40404040404
Super built-up  Area,Ready To Move,2.0,1016.0,2.0,1.0,45.0,Baner,4429.133858267716
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,0.0,39.0,Baner road,3545.4545454545455
Built-up  Area,Ready To Move,4.0,850.0,2.0,1.0,65.0,Bhandarkar Road,7647.058823529412
Super built-up  Area,Ready To Move,2.0,1095.0,2.0,1.0,35.0,Bhavani Peth,3196.3470319634703
Super built-up  Area,Ready To Move,3.0,2000.0,3.0,2.0,85.0,Bibvewadi,4250.0
Super built-up  Area,Ready To Move,2.0,1444.0,2.0,2.0,70.0,Bopodi,4847.645429362881
Super built-up  Area,Ready To Move,2.0,1415.0,2.0,3.0,67.0,Budhwar Peth,4734.982332155477
Plot  Area,Ready To Move,3.0,1500.0,2.0,1.0,130.0,Bund Garden Road,8666.666666666666
Super built-up  Area,Ready To Move,3.0,1600.0,3.0,3.0,72.0,Camp,4500.0
Super built-up  Area,Ready To Move,2.0,1105.0,2.0,1.0,41.36,Chandan Nagar,3742.9864253393666
Super built-up  Area,18-Dec,3.0,1225.0,3.0,0.0,45.03,Dapodi,3675.918367346939
Super built-up  Area,Ready To Move,3.0,2560.0,3.0,2.0,265.0,Deccan Gymkhana,10351.5625
Super built-up  Area,Ready To Move,2.0,1080.0,2.0,1.0,37.8,Dehu Road,3499.9999999999995
Plot  Area,Ready To Move,7.0,2400.0,3.0,3.0,150.0,Dhankawadi,6250.0
Super built-up  Area,18-Aug,3.0,1856.0,3.0,2.0,135.0,Dhayari Phata,7273.706896551724
Super built-up  Area,Ready To Move,3.0,1464.0,3.0,2.0,56.0,Dhole Patil Road,3825.136612021858
Plot  Area,Ready To Move,6.0,2100.0,6.0,2.0,71.0,Erandwane,3380.9523809523807
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,2.0,77.0,Fatima Nagar,6695.652173913043
Plot  Area,Ready To Move,5.0,1200.0,4.0,1.0,98.0,Fergusson College Road,8166.666666666667
Super built-up  Area,18-Dec,3.0,2094.0,2.6926619356786956,1.5845003933910307,113.19,Ganesh Peth,5405.444126074499
Super built-up  Area,Ready To Move,3.0,1485.0,2.0,2.0,67.0,Ganeshkhind,4511.784511784512
Super built-up  Area,Ready To Move,3.0,2500.0,3.0,3.0,75.0,Ghorpade Peth,3000.0
Plot  Area,18-Aug,2.0,1200.0,2.0,1.0,45.0,Ghorpadi,3750.0
Super built-up  Area,18-May,2.0,1036.0,2.0,1.0,59.46,Gokhale Nagar,5739.382239382239
Plot  Area,Ready To Move,4.0,3445.0,5.0,3.0,270.0,Gultekdi,7837.44557329463
Super built-up  Area,Ready To Move,2.0,1400.0,2.0,2.0,80.0,Guruwar peth,5714.285714285715
Super built-up  Area,18-Jul,2.0,1110.0,2.0,2.0,33.0,Hadapsar,2972.972972972973
Built-up  Area,Ready To Move,2.0,1150.0,2.0,3.0,48.0,Hadapsar Industrial Estate,4173.913043478261
Super built-up  Area,Ready To Move,1.0,715.0,1.0,1.0,45.0,Hingne Khurd,6293.706293706294
